dataset: channel, variable: velocity, time: 1.0, temporal method: none, spatial method: lag8, spatial operator: field
time	x_point	y_point	z_point	ux	uy	uz
1.0	0.0	0.9	0.0	0.9631475210189819	0.05021250247955322	0.05134713277220726
1.0	0.0	0.9	0.006135923151542565	0.9560847878456116	0.054178494960069656	0.04125949367880821
1.0	0.0	0.9	0.01227184630308513	0.9477037787437439	0.05504482984542847	0.030765613541007042
1.0	0.0	0.9	0.018407769454627694	0.9325747489929199	0.038896311074495316	0.026614071801304817
1.0	0.0	0.9	0.02454369260617026	0.9165670275688171	0.008090443909168243	0.0309220552444458
1.0	0.0	0.9	0.030679615757712823	0.8989933133125305	-0.01403871551156044	0.03984420746564865
1.0	0.0	0.9	0.03681553890925539	0.8860371112823486	-0.02099396102130413	0.05151797831058502
1.0	0.0	0.9	0.04295146206079795	0.868323028087616	-0.01711328513920307	0.06371942907571793
1.0	0.0	0.9	0.04908738521234052	0.8489038348197937	-0.0012217200128361583	0.07051408290863037
1.0	0.0	0.9	0.05522330836388308	0.8247659802436829	0.02386356145143509	0.06587065011262894
1.0	0.0	0.9	0.06135923151542565	0.8014054298400879	0.051920533180236816	0.047999221831560135
1.0	0.0	0.9	0.0674951546669682	0.7578451633453369	0.06763498485088348	0.01737956702709198
1.0	0.0	0.9	0.07363107781851078	0.7233104705810547	0.07449644804000854	-0.018814004957675934
1.0	0.0	0.9	0.07976700097005335	0.7192844748497009	0.06533242017030716	-0.03863866627216339
1.0	0.0	0.9	0.0859029241215959	0.7118197083473206	0.044188447296619415	-0.03605005890130997
1.0	0.0	0.9	0.09203884727313846	0.7147775888442993	0.034756727516651154	-0.02478586509823799
1.0	0.0	0.9	0.09817477042468103	0.7191866636276245	0.02932007424533367	-0.00967310182750225
1.0	0.0	0.9	0.1043106935762236	0.7302678823471069	0.03672042116522789	0.0052048456855118275
1.0	0.0	0.9	0.11044661672776616	0.745634138584137	0.04591277986764908	0.015454398468136787
1.0	0.0	0.9	0.11658253987930872	0.7671077847480774	0.060039620846509933	0.020104367285966873
1.0	0.0	0.9	0.1227184630308513	0.7911602258682251	0.07056497782468796	0.018407585099339485
1.0	0.0	0.9	0.12885438618239387	0.8158684968948364	0.07741635292768478	0.014331566169857979
1.0	0.0	0.9	0.1349903093339364	0.8385534286499023	0.07549899071455002	0.01033953856676817
1.0	0.0	0.9	0.14112623248547898	0.8562162518501282	0.06876222789287567	0.007823878899216652
1.0	0.0	0.9	0.14726215563702155	0.8692110180854797	0.057361360639333725	0.005681643728166819
1.0	0.0	0.9	0.15339807878856412	0.8772492408752441	0.04660177230834961	0.005183352157473564
1.0	0.0	0.9	0.1595340019401067	0.8826736807823181	0.03469255194067955	0.006338449660688639
1.0	0.0	0.9	0.16566992509164924	0.885109007358551	0.024240292608737946	0.0101790064945817
1.0	0.0	0.9	0.1718058482431918	0.8871530294418335	0.012970822863280773	0.014803850091993809
1.0	0.0	0.9	0.17794177139473438	0.8868188261985779	0.004901598207652569	0.02053050696849823
1.0	0.0	0.9	0.18407769454627693	0.8871792554855347	-0.00261096959002316	0.026521997526288033
1.0	0.0	0.9	0.1902136176978195	0.8821667432785034	-0.008874229155480862	0.033531416207551956
1.0	0.0	0.9	0.19634954084936207	0.8695603013038635	-0.02120944671332836	0.036314237862825394
1.0	0.0	0.9	0.20248546400090464	0.8383474349975586	-0.04434435814619064	0.03174228593707085
1.0	0.0	0.9	0.2086213871524472	0.7975851893424988	-0.09453026205301285	0.01711195334792137
1.0	0.0	0.9	0.21475731030398976	0.6982185244560242	-0.13187922537326813	0.012920022010803223
1.0	0.0	0.9	0.22089323345553233	0.6142170429229736	-0.12699101865291595	0.014761127531528473
1.0	0.0	0.9	0.2270291566070749	0.630462110042572	-0.1047220379114151	-0.005173045210540295
1.0	0.0	0.9	0.23316507975861744	0.663433849811554	-0.06416936218738556	-0.031676776707172394
1.0	0.0	0.9	0.23930100291016002	0.7032073736190796	-0.045643970370292664	-0.0553266666829586
1.0	0.0	0.9	0.2454369260617026	0.723292350769043	-0.0394752100110054	-0.07435277104377747
1.0	0.0	0.9	0.25157284921324513	0.7231046557426453	-0.03198014572262764	-0.08636770397424698
1.0	0.0	0.9	0.25770877236478773	0.7147083282470703	-0.023557089269161224	-0.08770552277565002
1.0	0.0	0.9	0.2638446955163303	0.7080158591270447	-0.016316547989845276	-0.08412529528141022
1.0	0.0	0.9	0.2699806186678728	0.7034006714820862	-0.009529750794172287	-0.07901546359062195
1.0	0.0	0.9	0.2761165418194154	0.7067745923995972	-0.004614268895238638	-0.0750887468457222
1.0	0.0	0.9	0.28225246497095796	0.7156763076782227	-4.2399791709613055e-05	-0.07187356054782867
1.0	0.0	0.9	0.28838838812250056	0.730903148651123	0.0026193810626864433	-0.07122340798377991
1.0	0.0	0.9	0.2945243112740431	0.7425661683082581	0.003952804487198591	-0.07436702400445938
1.0	0.0	0.9	0.30066023442558565	0.7512839436531067	0.0014325148658826947	-0.08350836485624313
1.0	0.0	0.9	0.30679615757712825	0.7611624002456665	-0.00447788555175066	-0.09398844093084335
1.0	0.0	0.9	0.3129320807286708	0.7740302085876465	-0.016045816242694855	-0.10110363364219666
