x,y,z,duxdx,duxdy,duxdz,duydx,duydy,duydz,duzdx,duzdy,duzdz
0.0,-1.0,4.71238898038469,-0.6773681640625,4.637228488922119,-0.08534333854913712,-16.800498962402344,-3.116818428039551,0.762281596660614,-5.2205657958984375,0.9104433655738831,3.9747085571289062
0.0,-0.984251968503937,4.71238898038469,2.0059967041015625,3.2783761024475098,-1.796242594718933,-9.864692687988281,-7.524808406829834,-2.051518678665161,-9.272453308105469,-0.4080667495727539,5.347458839416504
0.0,-0.9685039370078741,4.71238898038469,5.005889892578125,2.694915294647217,-2.9772379398345947,-7.32794189453125,-7.581639289855957,-7.177465915679932,-5.043468475341797,2.9876856803894043,2.9259660243988037
0.0,-0.952755905511811,4.71238898038469,6.237667083740234,-10.455100059509277,-6.249493598937988,-4.566871643066406,-1.6403257846832275,-8.459896087646484,-1.8012237548828125,-8.69997501373291,-4.727617263793945
0.0,-0.937007874015748,4.71238898038469,8.26162338256836,-7.706428050994873,-3.223971366882324,-3.5684356689453125,-1.307511568069458,-7.079157829284668,-1.6102542877197266,-9.169127464294434,-6.881277561187744
0.0,-0.9212598425196851,4.71238898038469,6.934848785400391,-2.9601309299468994,-4.165233135223389,-5.462703704833984,-3.2493021488189697,-7.612908840179443,-4.178089141845703,-8.687469482421875,-3.219487190246582
0.0,-0.905511811023622,4.71238898038469,5.903289794921875,1.4979267120361328,-1.9764869213104248,4.333660125732422,-7.561329364776611,5.267374515533447,-4.899844169616699,-27.729915618896484,1.514101505279541
0.0,-0.889763779527559,4.71238898038469,-2.135223388671875,-16.852210998535156,-8.268660545349121,10.687175750732422,-5.172492980957031,14.347232818603516,3.889606475830078,-28.141162872314453,7.054768085479736
0.0,-0.8740157480314961,4.71238898038469,0.45033788681030273,10.196706771850586,-1.5401803255081177,7.014049530029297,-3.9415643215179443,6.549203395843506,-2.4325408935546875,2.193082094192505,3.4790709018707275
0.0,-0.8582677165354331,4.71238898038469,10.545352935791016,5.052114009857178,2.040785551071167,2.700672149658203,-17.08770179748535,-20.10675048828125,-0.8280487060546875,19.744291305541992,6.88202428817749
0.0,-0.8425196850393701,4.71238898038469,4.112218856811523,-10.638531684875488,-1.7608366012573242,3.454097270965576,-5.388041973114014,-4.33084774017334,3.1579856872558594,-3.8921642303466797,0.7511333227157593
0.0,-0.8267716535433071,4.71238898038469,-3.127012252807617,0.834028959274292,2.4600627422332764,-2.8489060401916504,2.262174606323242,4.829067707061768,1.9210624694824219,1.4306191205978394,0.7105815410614014
0.0,-0.8110236220472441,4.71238898038469,5.515277862548828,13.152961730957031,0.7469716668128967,-8.37883472442627,-5.77672815322876,5.199664115905762,-4.686153411865234,-10.581500053405762,0.30925998091697693
0.0,-0.7952755905511811,4.71238898038469,5.561058044433594,5.498429775238037,0.20746779441833496,-7.996851444244385,-7.509209632873535,1.3703553676605225,-5.402641296386719,-6.922747611999512,1.892082691192627
0.0,-0.7795275590551181,4.71238898038469,1.9328689575195312,-6.1378302574157715,-4.219854354858398,-7.2293701171875,-8.390005111694336,-2.4382762908935547,3.6625595092773438,11.88634967803955,6.602238655090332
0.0,-0.7637795275590551,4.71238898038469,-5.121480941772461,-12.071496963500977,-4.998851299285889,-0.23796463012695312,1.2953780889511108,-0.9563778638839722,0.3742485046386719,6.276864051818848,3.8544669151306152
0.0,-0.7480314960629921,4.71238898038469,-2.948200225830078,-5.722690582275391,-0.9385495185852051,1.8734302520751953,-0.7223453521728516,-3.0550248622894287,0.22592544555664062,6.814026832580566,3.7745707035064697
0.0,-0.7322834645669292,4.71238898038469,2.4561586380004883,-6.632387638092041,-2.3861546516418457,1.4874286651611328,-9.35073184967041,-4.015514850616455,-3.5319900512695312,2.1967310905456543,6.694487571716309
0.0,-0.7165354330708662,4.71238898038469,-4.391698837280273,-13.54076099395752,5.286492824554443,-1.4203453063964844,-1.5350263118743896,0.1752963811159134,-1.6309280395507812,7.988702774047852,6.176002025604248
0.0,-0.7007874015748031,4.71238898038469,-10.385505676269531,5.249566555023193,12.36441707611084,-2.772249221801758,10.631025314331055,2.382341146469116,6.6655120849609375,-0.13658390939235687,-0.34869831800460815
0.0,-0.6850393700787402,4.71238898038469,-2.838587999343872,3.7927637100219727,5.890168190002441,0.6963329315185547,0.8455364108085632,-3.5321707725524902,3.6816043853759766,-1.2085002660751343,2.128443717956543
0.0,-0.6692913385826772,4.71238898038469,0.4088766574859619,-2.1381938457489014,4.894617080688477,-1.9349441528320312,-1.1928999423980713,-2.133176565170288,4.652606964111328,5.704497337341309,0.8016082048416138
0.0,-0.6535433070866141,4.71238898038469,3.4543004035949707,-0.9529194831848145,2.941318988800049,-3.175312042236328,-4.624805450439453,-0.7312563061714172,5.332360744476318,14.10693645477295,1.4414842128753662
0.0,-0.6377952755905512,4.71238898038469,1.5702714920043945,-4.128188133239746,1.418750286102295,-3.6583423614501953,0.1020418182015419,-1.8285014629364014,9.659048080444336,21.899667739868164,-1.8306546211242676
0.0,-0.6220472440944882,4.71238898038469,-2.769071340560913,17.43848991394043,-6.990566253662109,-5.626739501953125,4.419643878936768,-3.9657468795776367,1.5651054382324219,6.21728515625,-1.7678027153015137
0.0,-0.6062992125984252,4.71238898038469,-1.1807117462158203,23.534732818603516,-7.562150478363037,2.1213951110839844,2.2136709690093994,-1.512300729751587,-0.3968162536621094,8.859156608581543,-1.190936803817749
0.0,-0.5905511811023623,4.71238898038469,-6.288082122802734,21.900066375732422,-10.344344139099121,7.653090476989746,9.402606964111328,-1.765684723854065,-10.190177917480469,8.694023132324219,-3.1310184001922607
0.0,-0.5748031496062992,4.71238898038469,-4.622871398925781,-30.48098373413086,5.654796600341797,38.16157913208008,-4.969620704650879,11.458779335021973,-3.5240097045898438,-25.108747482299805,9.73510456085205
0.0,-0.5590551181102362,4.71238898038469,9.317118644714355,-35.696617126464844,17.262174606323242,35.55723571777344,-8.203741073608398,10.953226089477539,1.7579383850097656,7.238143444061279,-0.8643063902854919
