dataset: isotropic1024coarse, variable: pressure, time: 0.19, temporal method: none, spatial method: lag6, spatial operator: field
time	x_point	y_point	z_point	p
0.19	0.0	2.7210645031092695	3.141592653589793	0.3485199511051178
0.19	0.0	2.770538403165802	3.141592653589793	0.34898433089256287
0.19	0.0	2.820012303222334	3.141592653589793	0.12352142482995987
0.19	0.0	2.8694862032788664	3.141592653589793	0.21867328882217407
0.19	0.0	2.9189601033353982	3.141592653589793	0.28089839220046997
0.19	0.0	2.9684340033919305	3.141592653589793	0.2713007628917694
0.19	0.0	3.017907903448463	3.141592653589793	0.27685055136680603
0.19	0.0	3.067381803504995	3.141592653589793	0.21890570223331451
0.19	0.0	3.116855703561527	3.141592653589793	0.1953108161687851
0.19	0.0	3.1663296036180593	3.141592653589793	0.1500934362411499
0.19	0.0	3.2158035036745916	3.141592653589793	0.16581128537654877
0.19	0.0	3.2652774037311234	3.141592653589793	0.19056537747383118
0.19	0.0	3.3147513037876557	3.141592653589793	0.08817315101623535
0.19	0.0	3.364225203844188	3.141592653589793	0.04061774164438248
0.19	0.0	3.4136991039007203	3.141592653589793	-0.029552413150668144
0.19	0.0	3.463173003957252	3.141592653589793	-0.16568009555339813
0.19	0.0	3.5126469040137844	3.141592653589793	-0.25270935893058777
0.19	0.0	3.5621208040703167	3.141592653589793	-0.3260231912136078
0.19	0.0	3.611594704126849	3.141592653589793	-0.36371439695358276
0.19	0.0	3.661068604183381	3.141592653589793	-0.32162922620773315
0.19	0.0	3.710542504239913	3.141592653589793	-0.41775351762771606
0.19	0.0	3.7600164042964455	3.141592653589793	-0.4919695556163788
0.19	0.0	3.8094903043529778	3.141592653589793	-0.5806377530097961
0.19	0.0	3.8589642044095096	3.141592653589793	-0.710982620716095
0.19	0.0	3.908438104466042	3.141592653589793	-0.8227740526199341
0.19	0.0	3.957912004522574	3.141592653589793	-0.9954605102539062
0.19	0.0	4.007385904579106	3.141592653589793	-1.0711396932601929
0.19	0.0	4.056859804635638	3.141592653589793	-1.0768262147903442
0.19	0.0	4.106333704692171	3.141592653589793	-1.095688819885254
0.19	0.0	4.155807604748703	3.141592653589793	-1.116737961769104
0.19	0.0	4.205281504805235	3.141592653589793	-1.091216802597046
0.19	0.0	4.2547554048617675	3.141592653589793	-1.0573594570159912
0.19	0.0	4.304229304918299	3.141592653589793	-0.9842919707298279
0.19	0.0	4.353703204974831	3.141592653589793	-0.9144909381866455
0.19	0.0	4.4031771050313635	3.141592653589793	-0.7921937704086304
0.19	0.0	4.452651005087896	3.141592653589793	-0.7006572484970093
0.19	0.0	4.502124905144428	3.141592653589793	-0.7091182470321655
0.19	0.0	4.55159880520096	3.141592653589793	-0.6150057315826416
0.19	0.0	4.601072705257493	3.141592653589793	-0.6296932101249695
0.19	0.0	4.650546605314025	3.141592653589793	-0.6212882995605469
0.19	0.0	4.700020505370556	3.141592653589793	-0.6660517454147339
0.19	0.0	4.749494405427089	3.141592653589793	-0.701150119304657
0.19	0.0	4.798968305483621	3.141592653589793	-0.7457028031349182
0.19	0.0	4.848442205540153	3.141592653589793	-0.7730845808982849
0.19	0.0	4.8979161055966856	3.141592653589793	-0.8197715878486633
0.19	0.0	4.947390005653218	3.141592653589793	-0.6966000199317932
0.19	0.0	4.99686390570975	3.141592653589793	-0.627439022064209
0.19	0.0	5.0463378057662815	3.141592653589793	-0.5626316666603088
0.19	0.0	5.095811705822814	3.141592653589793	-0.6873573064804077
0.19	0.0	5.145285605879346	3.141592653589793	-0.3495106101036072
0.19	0.0	5.194759505935878	3.141592653589793	-0.18557585775852203
0.19	0.0	5.244233405992411	3.141592653589793	-0.09187856316566467
0.19	0.0	5.293707306048943	3.141592653589793	-0.04519151896238327
0.19	0.0	5.343181206105475	3.141592653589793	-0.02008882351219654
0.19	0.0	5.392655106162008	3.141592653589793	0.03526902571320534
0.19	0.0	5.442129006218539	3.141592653589793	0.061580222100019455
0.19	0.0	5.491602906275071	3.141592653589793	0.07190071791410446
0.19	0.0	5.541076806331604	3.141592653589793	0.1524442583322525
0.19	0.0	5.590550706388136	3.141592653589793	0.17741046845912933
0.19	0.0	5.640024606444668	3.141592653589793	0.1690022498369217
0.19	0.0	5.6894985065012005	3.141592653589793	0.1906619668006897
0.19	0.0	5.738972406557733	3.141592653589793	0.22290076315402985
0.19	0.0	5.788446306614264	3.141592653589793	0.20621716976165771
0.19	0.0	5.8379202066707965	3.141592653589793	0.21325835585594177
0.19	0.0	5.887394106727329	3.141592653589793	0.2094956785440445
0.19	0.0	5.936868006783861	3.141592653589793	0.19039885699748993
0.19	0.0	5.986341906840393	3.141592653589793	0.16061070561408997
0.19	0.0	6.035815806896926	3.141592653589793	0.13682985305786133
0.19	0.0	6.085289706953458	3.141592653589793	0.097262904047966
0.19	0.0	6.13476360700999	3.141592653589793	0.07702377438545227
0.19	0.0	6.184237507066522	3.141592653589793	0.16850775480270386
0.19	0.0	6.233711407123054	3.141592653589793	0.18012124300003052
0.19	0.0	6.283185307179586	3.141592653589793	0.12341255694627762
0.19	0.049473900056532176	0.0	3.141592653589793	0.18059229850769043
0.19	0.049473900056532176	0.049473900056532176	3.141592653589793	0.25745218992233276
0.19	0.049473900056532176	0.09894780011306435	3.141592653589793	0.23192204535007477
0.19	0.049473900056532176	0.14842170016959652	3.141592653589793	0.24117520451545715
0.19	0.049473900056532176	0.1978956002261287	3.141592653589793	0.3474389314651489
0.19	0.049473900056532176	0.2473695002826609	3.141592653589793	0.3777354657649994
0.19	0.049473900056532176	0.29684340033919304	3.141592653589793	0.3282072842121124
0.19	0.049473900056532176	0.3463173003957252	3.141592653589793	0.29182741045951843
0.19	0.049473900056532176	0.3957912004522574	3.141592653589793	0.22374291718006134
0.19	0.049473900056532176	0.4452651005087896	3.141592653589793	0.21527209877967834
0.19	0.049473900056532176	0.4947390005653218	3.141592653589793	0.1758706122636795
0.19	0.049473900056532176	0.5442129006218539	3.141592653589793	0.08229435235261917
0.19	0.049473900056532176	0.5936868006783861	3.141592653589793	0.09406975656747818
0.19	0.049473900056532176	0.6431607007349183	3.141592653589793	0.053188506513834
0.19	0.049473900056532176	0.6926346007914504	3.141592653589793	0.04195239022374153
0.19	0.049473900056532176	0.7421085008479826	3.141592653589793	0.052790090441703796
0.19	0.049473900056532176	0.7915824009045148	3.141592653589793	0.12793366611003876
0.19	0.049473900056532176	0.841056300961047	3.141592653589793	0.08067066222429276
0.19	0.049473900056532176	0.8905302010175792	3.141592653589793	0.1711312085390091
0.19	0.049473900056532176	0.9400041010741114	3.141592653589793	-0.05657104030251503
0.19	0.049473900056532176	0.9894780011306435	3.141592653589793	-0.19374197721481323
0.19	0.049473900056532176	1.0389519011871757	3.141592653589793	0.08595747500658035
0.19	0.049473900056532176	1.0884258012437078	3.141592653589793	0.1839783489704132
0.19	0.049473900056532176	1.13789970130024	3.141592653589793	-0.06550823897123337
0.19	0.049473900056532176	1.1873736013567722	3.141592653589793	0.10254211723804474
0.19	0.049473900056532176	1.2368475014133045	3.141592653589793	0.02425204962491989
0.19	0.049473900056532176	1.2863214014698365	3.141592653589793	0.11793964356184006
0.19	0.049473900056532176	1.3357953015263688	3.141592653589793	0.2253625988960266
0.19	0.049473900056532176	1.385269201582901	3.141592653589793	0.2308543473482132
0.19	0.049473900056532176	1.4347431016394332	3.141592653589793	0.24654649198055267
0.19	0.049473900056532176	1.4842170016959653	3.141592653589793	0.2836545407772064
0.19	0.049473900056532176	1.5336909017524976	3.141592653589793	0.2624754309654236
0.19	0.049473900056532176	1.5831648018090296	3.141592653589793	0.2707010507583618
0.19	0.049473900056532176	1.6326387018655617	3.141592653589793	0.275441437959671
0.19	0.049473900056532176	1.682112601922094	3.141592653589793	0.2622669041156769
0.19	0.049473900056532176	1.731586501978626	3.141592653589793	0.24836932122707367
0.19	0.049473900056532176	1.7810604020351584	3.141592653589793	0.22951465845108032
0.19	0.049473900056532176	1.8305343020916904	3.141592653589793	0.17993925511837006
0.19	0.049473900056532176	1.8800082021482227	3.141592653589793	0.16480572521686554
0.19	0.049473900056532176	1.9294821022047548	3.141592653589793	0.16611389815807343
0.19	0.049473900056532176	1.978956002261287	3.141592653589793	0.1350565254688263
0.19	0.049473900056532176	2.028429902317819	3.141592653589793	0.20759634673595428
0.19	0.049473900056532176	2.0779038023743515	3.141592653589793	0.217088520526886
0.19	0.049473900056532176	2.1273777024308838	3.141592653589793	0.21779468655586243
0.19	0.049473900056532176	2.1768516024874156	3.141592653589793	0.20742647349834442
0.19	0.049473900056532176	2.226325502543948	3.141592653589793	0.15079765021800995
0.19	0.049473900056532176	2.27579940260048	3.141592653589793	0.14590618014335632
0.19	0.049473900056532176	2.3252733026570125	3.141592653589793	0.1738278865814209
0.19	0.049473900056532176	2.3747472027135443	3.141592653589793	0.1829639971256256
0.19	0.049473900056532176	2.4242211027700766	3.141592653589793	0.24935542047023773
0.19	0.049473900056532176	2.473695002826609	3.141592653589793	0.3214808404445648
0.19	0.049473900056532176	2.5231689028831408	3.141592653589793	0.27265435457229614
0.19	0.049473900056532176	2.572642802939673	3.141592653589793	0.27335602045059204
0.19	0.049473900056532176	2.6221167029962054	3.141592653589793	0.27766215801239014
0.19	0.049473900056532176	2.6715906030527377	3.141592653589793	0.28760623931884766
0.19	0.049473900056532176	2.7210645031092695	3.141592653589793	0.290346622467041
0.19	0.049473900056532176	2.770538403165802	3.141592653589793	0.17188994586467743
0.19	0.049473900056532176	2.820012303222334	3.141592653589793	-0.12660329043865204
0.19	0.049473900056532176	2.8694862032788664	3.141592653589793	-0.0007933659362606704
0.19	0.049473900056532176	2.9189601033353982	3.141592653589793	0.070990651845932
0.19	0.049473900056532176	2.9684340033919305	3.141592653589793	0.03399110957980156
0.19	0.049473900056532176	3.017907903448463	3.141592653589793	0.07152990996837616
0.19	0.049473900056532176	3.067381803504995	3.141592653589793	0.2152533233165741
0.19	0.049473900056532176	3.116855703561527	3.141592653589793	0.2509702444076538
0.19	0.049473900056532176	3.1663296036180593	3.141592653589793	0.2301289439201355
0.19	0.049473900056532176	3.2158035036745916	3.141592653589793	0.1860634684562683
0.19	0.049473900056532176	3.2652774037311234	3.141592653589793	0.14031295478343964
0.19	0.049473900056532176	3.3147513037876557	3.141592653589793	0.07976921647787094
0.19	0.049473900056532176	3.364225203844188	3.141592653589793	0.009266378358006477
0.19	0.049473900056532176	3.4136991039007203	3.141592653589793	-0.05121050029993057
0.19	0.049473900056532176	3.463173003957252	3.141592653589793	-0.16064755618572235
0.19	0.049473900056532176	3.5126469040137844	3.141592653589793	-0.28001880645751953
0.19	0.049473900056532176	3.5621208040703167	3.141592653589793	-0.25839319825172424
0.19	0.049473900056532176	3.611594704126849	3.141592653589793	-0.2849836051464081
0.19	0.049473900056532176	3.661068604183381	3.141592653589793	-0.2864649295806885
0.19	0.049473900056532176	3.710542504239913	3.141592653589793	-0.3627205193042755
0.19	0.049473900056532176	3.7600164042964455	3.141592653589793	-0.44282305240631104
0.19	0.049473900056532176	3.8094903043529778	3.141592653589793	-0.5246302485466003
0.19	0.049473900056532176	3.8589642044095096	3.141592653589793	-0.6530252695083618
0.19	0.049473900056532176	3.908438104466042	3.141592653589793	-0.8006158471107483
0.19	0.049473900056532176	3.957912004522574	3.141592653589793	-0.8757818937301636
0.19	0.049473900056532176	4.007385904579106	3.141592653589793	-0.9157969951629639
0.19	0.049473900056532176	4.056859804635638	3.141592653589793	-0.9375501871109009
0.19	0.049473900056532176	4.106333704692171	3.141592653589793	-0.9653054475784302
0.19	0.049473900056532176	4.155807604748703	3.141592653589793	-0.9887071251869202
0.19	0.049473900056532176	4.205281504805235	3.141592653589793	-0.9778782725334167
0.19	0.049473900056532176	4.2547554048617675	3.141592653589793	-0.934766411781311
0.19	0.049473900056532176	4.304229304918299	3.141592653589793	-0.8916913270950317
0.19	0.049473900056532176	4.353703204974831	3.141592653589793	-0.8232797384262085
0.19	0.049473900056532176	4.4031771050313635	3.141592653589793	-0.8447309732437134
0.19	0.049473900056532176	4.452651005087896	3.141592653589793	-0.7628235816955566
0.19	0.049473900056532176	4.502124905144428	3.141592653589793	-0.7923559546470642
0.19	0.049473900056532176	4.55159880520096	3.141592653589793	-0.6013584136962891
0.19	0.049473900056532176	4.601072705257493	3.141592653589793	-0.5051404237747192
0.19	0.049473900056532176	4.650546605314025	3.141592653589793	-0.52940833568573
0.19	0.049473900056532176	4.700020505370556	3.141592653589793	-0.5787938833236694
0.19	0.049473900056532176	4.749494405427089	3.141592653589793	-0.5616759657859802
0.19	0.049473900056532176	4.798968305483621	3.141592653589793	-0.6146982908248901
0.19	0.049473900056532176	4.848442205540153	3.141592653589793	-0.6615357995033264
0.19	0.049473900056532176	4.8979161055966856	3.141592653589793	-0.6950477957725525
0.19	0.049473900056532176	4.947390005653218	3.141592653589793	-0.6739197969436646
0.19	0.049473900056532176	4.99686390570975	3.141592653589793	-0.5954331159591675
0.19	0.049473900056532176	5.0463378057662815	3.141592653589793	-0.555259644985199
0.19	0.049473900056532176	5.095811705822814	3.141592653589793	-0.39499732851982117
0.19	0.049473900056532176	5.145285605879346	3.141592653589793	-0.31570523977279663
0.19	0.049473900056532176	5.194759505935878	3.141592653589793	-0.19206944108009338
0.19	0.049473900056532176	5.244233405992411	3.141592653589793	-0.0585516095161438
0.19	0.049473900056532176	5.293707306048943	3.141592653589793	-0.07886410504579544
0.19	0.049473900056532176	5.343181206105475	3.141592653589793	-0.05398944392800331
0.19	0.049473900056532176	5.392655106162008	3.141592653589793	-0.0221492238342762
0.19	0.049473900056532176	5.442129006218539	3.141592653589793	0.030675377696752548
0.19	0.049473900056532176	5.491602906275071	3.141592653589793	0.0619773268699646
0.19	0.049473900056532176	5.541076806331604	3.141592653589793	0.10682238638401031
0.19	0.049473900056532176	5.590550706388136	3.141592653589793	0.18169350922107697
0.19	0.049473900056532176	5.640024606444668	3.141592653589793	0.20484423637390137
0.19	0.049473900056532176	5.6894985065012005	3.141592653589793	0.19402359426021576
0.19	0.049473900056532176	5.738972406557733	3.141592653589793	0.24708063900470734
0.19	0.049473900056532176	5.788446306614264	3.141592653589793	0.242187038064003
0.19	0.049473900056532176	5.8379202066707965	3.141592653589793	0.21507489681243896
0.19	0.049473900056532176	5.887394106727329	3.141592653589793	0.2084861695766449
0.19	0.049473900056532176	5.936868006783861	3.141592653589793	0.19513985514640808
0.19	0.049473900056532176	5.986341906840393	3.141592653589793	0.1425628811120987
0.19	0.049473900056532176	6.035815806896926	3.141592653589793	0.030267847701907158
0.19	0.049473900056532176	6.085289706953458	3.141592653589793	-0.04592735320329666
0.19	0.049473900056532176	6.13476360700999	3.141592653589793	0.02437310852110386
0.19	0.049473900056532176	6.184237507066522	3.141592653589793	0.05738756060600281
0.19	0.049473900056532176	6.233711407123054	3.141592653589793	-0.17184863984584808
0.19	0.049473900056532176	6.283185307179586	3.141592653589793	0.18059402704238892
0.19	0.09894780011306435	0.0	3.141592653589793	0.29645824432373047
0.19	0.09894780011306435	0.049473900056532176	3.141592653589793	0.3018108010292053
0.19	0.09894780011306435	0.09894780011306435	3.141592653589793	0.24803489446640015
0.19	0.09894780011306435	0.14842170016959652	3.141592653589793	0.32166919112205505
0.19	0.09894780011306435	0.1978956002261287	3.141592653589793	0.3768281936645508
0.19	0.09894780011306435	0.2473695002826609	3.141592653589793	0.4356023073196411
0.19	0.09894780011306435	0.29684340033919304	3.141592653589793	0.45097407698631287
0.19	0.09894780011306435	0.3463173003957252	3.141592653589793	0.2302091419696808
0.19	0.09894780011306435	0.3957912004522574	3.141592653589793	0.3513343930244446
0.19	0.09894780011306435	0.4452651005087896	3.141592653589793	0.2916344106197357
0.19	0.09894780011306435	0.4947390005653218	3.141592653589793	0.1997583657503128
0.19	0.09894780011306435	0.5442129006218539	3.141592653589793	0.010131699033081532
0.19	0.09894780011306435	0.5936868006783861	3.141592653589793	0.09560693055391312
0.19	0.09894780011306435	0.6431607007349183	3.141592653589793	0.029950417578220367
0.19	0.09894780011306435	0.6926346007914504	3.141592653589793	0.11325076222419739
0.19	0.09894780011306435	0.7421085008479826	3.141592653589793	0.11942562460899353
0.19	0.09894780011306435	0.7915824009045148	3.141592653589793	0.11119776219129562
0.19	0.09894780011306435	0.841056300961047	3.141592653589793	0.019136708229780197
0.19	0.09894780011306435	0.8905302010175792	3.141592653589793	0.06752179563045502
0.19	0.09894780011306435	0.9400041010741114	3.141592653589793	0.029885688796639442
0.19	0.09894780011306435	0.9894780011306435	3.141592653589793	-0.051559485495090485
0.19	0.09894780011306435	1.0389519011871757	3.141592653589793	-0.025912562385201454
0.19	0.09894780011306435	1.0884258012437078	3.141592653589793	0.21164090931415558
0.19	0.09894780011306435	1.13789970130024	3.141592653589793	0.1541725993156433
0.19	0.09894780011306435	1.1873736013567722	3.141592653589793	0.2691095173358917
0.19	0.09894780011306435	1.2368475014133045	3.141592653589793	0.15765631198883057
0.19	0.09894780011306435	1.2863214014698365	3.141592653589793	0.12692891061306
0.19	0.09894780011306435	1.3357953015263688	3.141592653589793	0.17801766097545624
0.19	0.09894780011306435	1.385269201582901	3.141592653589793	0.24320250749588013
0.19	0.09894780011306435	1.4347431016394332	3.141592653589793	0.3016601800918579
0.19	0.09894780011306435	1.4842170016959653	3.141592653589793	0.3700543940067291
0.19	0.09894780011306435	1.5336909017524976	3.141592653589793	0.30343496799468994
0.19	0.09894780011306435	1.5831648018090296	3.141592653589793	0.3026479184627533
0.19	0.09894780011306435	1.6326387018655617	3.141592653589793	0.27589181065559387
0.19	0.09894780011306435	1.682112601922094	3.141592653589793	0.27335330843925476
0.19	0.09894780011306435	1.731586501978626	3.141592653589793	0.2519978880882263
0.19	0.09894780011306435	1.7810604020351584	3.141592653589793	0.24284063279628754
0.19	0.09894780011306435	1.8305343020916904	3.141592653589793	0.18661510944366455
0.19	0.09894780011306435	1.8800082021482227	3.141592653589793	0.1519506424665451
0.19	0.09894780011306435	1.9294821022047548	3.141592653589793	0.19008567929267883
0.19	0.09894780011306435	1.978956002261287	3.141592653589793	0.15989552438259125
0.19	0.09894780011306435	2.028429902317819	3.141592653589793	0.18994782865047455
0.19	0.09894780011306435	2.0779038023743515	3.141592653589793	0.20993965864181519
0.19	0.09894780011306435	2.1273777024308838	3.141592653589793	0.2135475128889084
0.19	0.09894780011306435	2.1768516024874156	3.141592653589793	0.2283332198858261
0.19	0.09894780011306435	2.226325502543948	3.141592653589793	0.14108724892139435
0.19	0.09894780011306435	2.27579940260048	3.141592653589793	0.10565923154354095
0.19	0.09894780011306435	2.3252733026570125	3.141592653589793	0.21414831280708313
0.19	0.09894780011306435	2.3747472027135443	3.141592653589793	0.26014870405197144
0.19	0.09894780011306435	2.4242211027700766	3.141592653589793	0.30597296357154846
0.19	0.09894780011306435	2.473695002826609	3.141592653589793	0.3527074158191681
0.19	0.09894780011306435	2.5231689028831408	3.141592653589793	0.3478865623474121
0.19	0.09894780011306435	2.572642802939673	3.141592653589793	0.3251186013221741
0.19	0.09894780011306435	2.6221167029962054	3.141592653589793	0.2959267199039459
0.19	0.09894780011306435	2.6715906030527377	3.141592653589793	0.2618670165538788
0.19	0.09894780011306435	2.7210645031092695	3.141592653589793	0.2682960629463196
0.19	0.09894780011306435	2.770538403165802	3.141592653589793	0.2603799104690552
0.19	0.09894780011306435	2.820012303222334	3.141592653589793	0.19260188937187195
0.19	0.09894780011306435	2.8694862032788664	3.141592653589793	0.23101921379566193
0.19	0.09894780011306435	2.9189601033353982	3.141592653589793	0.28990864753723145
0.19	0.09894780011306435	2.9684340033919305	3.141592653589793	0.28784042596817017
0.19	0.09894780011306435	3.017907903448463	3.141592653589793	0.23512998223304749
0.19	0.09894780011306435	3.067381803504995	3.141592653589793	0.24830543994903564
0.19	0.09894780011306435	3.116855703561527	3.141592653589793	0.304244726896286
0.19	0.09894780011306435	3.1663296036180593	3.141592653589793	0.2823556959629059
0.19	0.09894780011306435	3.2158035036745916	3.141592653589793	0.2010398954153061
0.19	0.09894780011306435	3.2652774037311234	3.141592653589793	0.1259240061044693
0.19	0.09894780011306435	3.3147513037876557	3.141592653589793	0.049851272255182266
0.19	0.09894780011306435	3.364225203844188	3.141592653589793	-0.00846532266587019
0.19	0.09894780011306435	3.4136991039007203	3.141592653589793	-0.067290298640728
0.19	0.09894780011306435	3.463173003957252	3.141592653589793	-0.1268150806427002
0.19	0.09894780011306435	3.5126469040137844	3.141592653589793	-0.22487406432628632
0.19	0.09894780011306435	3.5621208040703167	3.141592653589793	-0.19596680998802185
0.19	0.09894780011306435	3.611594704126849	3.141592653589793	-0.25822603702545166
0.19	0.09894780011306435	3.661068604183381	3.141592653589793	-0.2675074636936188
0.19	0.09894780011306435	3.710542504239913	3.141592653589793	-0.29597219824790955
0.19	0.09894780011306435	3.7600164042964455	3.141592653589793	-0.37506258487701416
0.19	0.09894780011306435	3.8094903043529778	3.141592653589793	-0.4529808759689331
0.19	0.09894780011306435	3.8589642044095096	3.141592653589793	-0.560505211353302
0.19	0.09894780011306435	3.908438104466042	3.141592653589793	-0.6969344019889832
0.19	0.09894780011306435	3.957912004522574	3.141592653589793	-0.7735535502433777
0.19	0.09894780011306435	4.007385904579106	3.141592653589793	-0.8767567873001099
0.19	0.09894780011306435	4.056859804635638	3.141592653589793	-0.8436666131019592
0.19	0.09894780011306435	4.106333704692171	3.141592653589793	-0.8377623558044434
0.19	0.09894780011306435	4.155807604748703	3.141592653589793	-0.8252610564231873
0.19	0.09894780011306435	4.205281504805235	3.141592653589793	-0.8234481811523438
0.19	0.09894780011306435	4.2547554048617675	3.141592653589793	-0.8340248465538025
0.19	0.09894780011306435	4.304229304918299	3.141592653589793	-0.8065404295921326
0.19	0.09894780011306435	4.353703204974831	3.141592653589793	-0.7748784422874451
0.19	0.09894780011306435	4.4031771050313635	3.141592653589793	-0.9205259680747986
0.19	0.09894780011306435	4.452651005087896	3.141592653589793	-0.8110485076904297
0.19	0.09894780011306435	4.502124905144428	3.141592653589793	-0.747588038444519
0.19	0.09894780011306435	4.55159880520096	3.141592653589793	-0.5792960524559021
0.19	0.09894780011306435	4.601072705257493	3.141592653589793	-0.41793423891067505
0.19	0.09894780011306435	4.650546605314025	3.141592653589793	-0.4828716516494751
0.19	0.09894780011306435	4.700020505370556	3.141592653589793	-0.4472820460796356
0.19	0.09894780011306435	4.749494405427089	3.141592653589793	-0.4595591127872467
0.19	0.09894780011306435	4.798968305483621	3.141592653589793	-0.4886789619922638
0.19	0.09894780011306435	4.848442205540153	3.141592653589793	-0.5612426996231079
0.19	0.09894780011306435	4.8979161055966856	3.141592653589793	-0.5958091616630554
0.19	0.09894780011306435	4.947390005653218	3.141592653589793	-0.5564738512039185
0.19	0.09894780011306435	4.99686390570975	3.141592653589793	-0.4420129656791687
0.19	0.09894780011306435	5.0463378057662815	3.141592653589793	-0.3692421615123749
0.19	0.09894780011306435	5.095811705822814	3.141592653589793	-0.264644593000412
0.19	0.09894780011306435	5.145285605879346	3.141592653589793	-0.16917458176612854
0.19	0.09894780011306435	5.194759505935878	3.141592653589793	-0.14184123277664185
0.19	0.09894780011306435	5.244233405992411	3.141592653589793	-0.07725189626216888
0.19	0.09894780011306435	5.293707306048943	3.141592653589793	-0.07668884843587875
0.19	0.09894780011306435	5.343181206105475	3.141592653589793	-0.03574920818209648
0.19	0.09894780011306435	5.392655106162008	3.141592653589793	-0.03877948969602585
0.19	0.09894780011306435	5.442129006218539	3.141592653589793	0.014919898472726345
0.19	0.09894780011306435	5.491602906275071	3.141592653589793	0.04898535832762718
0.19	0.09894780011306435	5.541076806331604	3.141592653589793	0.10641167312860489
0.19	0.09894780011306435	5.590550706388136	3.141592653589793	0.17308926582336426
0.19	0.09894780011306435	5.640024606444668	3.141592653589793	0.21720604598522186
0.19	0.09894780011306435	5.6894985065012005	3.141592653589793	0.24606001377105713
0.19	0.09894780011306435	5.738972406557733	3.141592653589793	0.27354177832603455
0.19	0.09894780011306435	5.788446306614264	3.141592653589793	0.21937376260757446
